Name,Department,empid,Salary,Address
Petroleum and Coal Product Manufacturing,Level 4,CC511,"9,155",Namakkal
Petroleum and Coal Product Manufacturing,Level 4,CC511,C,Kovai
Petroleum and Coal Product Manufacturing,Level 4,CC511,0,Gandhipuram
Petroleum and Coal Product Manufacturing,Level 4,CC511,C,Erode
Petroleum and Coal Product Manufacturing,Level 4,CC511,"12,993",Namakkal
Petroleum and Coal Product Manufacturing,Level 4,CC511,C,Kovai
Petroleum and Coal Product Manufacturing,Level 4,CC511,"2,411",Gandhipuram
Petroleum and Coal Product Manufacturing,Level 4,CC511,263,Erode
Petroleum and Coal Product Manufacturing,Level 4,CC511,246,Namakkal
Petroleum and Coal Product Manufacturing,Level 4,CC511,C,Kovai
Petroleum and Coal Product Manufacturing,Level 4,CC511,"3,859",Gandhipuram
Petroleum and Coal Product Manufacturing,Level 4,CC511,"6,030",Erode
Petroleum and Coal Product Manufacturing,Level 4,CC511,C,Namakkal
Petroleum and Coal Product Manufacturing,Level 4,CC511,"1,378",Kovai
Petroleum and Coal Product Manufacturing,Level 4,CC511,"1,328",Gandhipuram
Petroleum and Coal Product Manufacturing,Level 4,CC511,688,Erode
Petroleum and Coal Product Manufacturing,Level 4,CC511,"6,648",Namakkal
Petroleum and Coal Product Manufacturing,Level 4,CC511,"2,932",Kovai
Petroleum and Coal Product Manufacturing,Level 4,CC511,C,Gandhipuram
Petroleum and Coal Product Manufacturing,Level 4,CC511,407,Erode
Petroleum and Coal Product Manufacturing,Level 4,CC511,C,Namakkal
Petroleum and Coal Product Manufacturing,Level 4,CC511,C,Kovai
Petroleum and Coal Product Manufacturing,Level 4,CC511,"6,648",Gandhipuram
Petroleum and Coal Product Manufacturing,Level 4,CC511,"2,513",Erode
Petroleum and Coal Product Manufacturing,Level 4,CC511,"2,019",Namakkal
Petroleum and Coal Product Manufacturing,Level 4,CC511,"2,116",Kovai
Petroleum and Coal Product Manufacturing,Level 4,CC511,"9,680,800",Gandhipuram
Petroleum and Coal Product Manufacturing,Level 4,CC511,"485,300",Erode
Petroleum and Coal Product Manufacturing,Level 4,CC511,145,Namakkal
Petroleum and Coal Product Manufacturing,Level 4,CC511,79,Kovai
Petroleum and Coal Product Manufacturing,Level 4,CC511,C,Gandhipuram
Petroleum and Coal Product Manufacturing,Level 4,CC511,27,Erode
Petroleum and Coal Product Manufacturing,Level 4,CC511,10,Namakkal
Petroleum and Coal Product Manufacturing,Level 4,CC511,38,Kovai
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"6,001",Gandhipuram
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"1,227",Erode
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"4,706",Namakkal
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,23,Kovai
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,C,Gandhipuram
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,C,Erode
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"5,622",Namakkal
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,84,Kovai
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,20,Gandhipuram
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,231,Erode
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,663,Namakkal
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,C,Kovai
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,884,Gandhipuram
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"3,687",Erode
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,52,Namakkal
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,913,Kovai
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,991,Gandhipuram
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,456,Erode
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"5,573",Namakkal
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"2,624",Kovai
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"1,941",Gandhipuram
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,460,Erode
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,37,Namakkal
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"1,008",Kovai
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"5,573",Gandhipuram
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"2,610",Erode
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"1,950",Namakkal
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"1,012",Kovai
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"687,100",Gandhipuram
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,"52,300",Erode
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,135,Namakkal
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,84,Kovai
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,28,Gandhipuram
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,17,Erode
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,8,Namakkal
Basic Chemical and Chemical Product Manufacturing,Level 3,CC52,47,Kovai
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,"1,998",Gandhipuram
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,C,Erode
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,C,Namakkal
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,C,Kovai
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,C,Gandhipuram
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,"1,783",Erode
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,53,Namakkal
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,5,Kovai
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,117,Gandhipuram
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,169,Erode
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,0,Namakkal
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,"1,411",Kovai
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,28,Gandhipuram
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,190,Erode
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,191,Namakkal
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,216,Kovai
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,"1,976",Gandhipuram
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,826,Erode
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,877,Namakkal
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,216,Kovai
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,7,Gandhipuram
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,272,Erode
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,"1,976",Namakkal
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,555,Kovai
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,856,Gandhipuram
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,564,Erode
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,"1,133,100",Namakkal
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,"122,700",Kovai
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,97,Gandhipuram
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,74,Erode
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,39,Namakkal
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,11,Kovai
Basic Chemical and Basic Polymer Manufacturing,Level 4,CC521,28,Gandhipuram
Fertiliser and Pesticide Manufacturing,Level 4,CC522,"1,958",Erode
Fertiliser and Pesticide Manufacturing,Level 4,CC522,C,Namakkal
Fertiliser and Pesticide Manufacturing,Level 4,CC522,C,Kovai
Fertiliser and Pesticide Manufacturing,Level 4,CC522,C,Gandhipuram
Fertiliser and Pesticide Manufacturing,Level 4,CC522,C,Erode
Fertiliser and Pesticide Manufacturing,Level 4,CC522,"1,897",Namakkal
Fertiliser and Pesticide Manufacturing,Level 4,CC522,13,Kovai
Fertiliser and Pesticide Manufacturing,Level 4,CC522,8,Gandhipuram
Fertiliser and Pesticide Manufacturing,Level 4,CC522,64,Erode
Fertiliser and Pesticide Manufacturing,Level 4,CC522,167,Namakkal
Fertiliser and Pesticide Manufacturing,Level 4,CC522,0,Kovai
Fertiliser and Pesticide Manufacturing,Level 4,CC522,"1,637",Gandhipuram
Fertiliser and Pesticide Manufacturing,Level 4,CC522,8,Erode
Fertiliser and Pesticide Manufacturing,Level 4,CC522,352,Namakkal
Fertiliser and Pesticide Manufacturing,Level 4,CC522,381,Kovai
Fertiliser and Pesticide Manufacturing,Level 4,CC522,90,Gandhipuram
Fertiliser and Pesticide Manufacturing,Level 4,CC522,"1,634",Erode
Fertiliser and Pesticide Manufacturing,Level 4,CC522,762,Namakkal
Fertiliser and Pesticide Manufacturing,Level 4,CC522,618,Kovai
Fertiliser and Pesticide Manufacturing,Level 4,CC522,138,Gandhipuram
Fertiliser and Pesticide Manufacturing,Level 4,CC522,21,Erode
Fertiliser and Pesticide Manufacturing,Level 4,CC522,254,Namakkal
Fertiliser and Pesticide Manufacturing,Level 4,CC522,"1,634",Kovai
Fertiliser and Pesticide Manufacturing,Level 4,CC522,"1,076",Gandhipuram
Fertiliser and Pesticide Manufacturing,Level 4,CC522,457,Erode
Fertiliser and Pesticide Manufacturing,Level 4,CC522,102,Namakkal
Fertiliser and Pesticide Manufacturing,Level 4,CC522,"1,046,200",Kovai
Fertiliser and Pesticide Manufacturing,Level 4,CC522,"48,000",Gandhipuram
Fertiliser and Pesticide Manufacturing,Level 4,CC522,167,Erode
Fertiliser and Pesticide Manufacturing,Level 4,CC522,83,Namakkal
Fertiliser and Pesticide Manufacturing,Level 4,CC522,8,Kovai
Fertiliser and Pesticide Manufacturing,Level 4,CC522,5,Gandhipuram
Fertiliser and Pesticide Manufacturing,Level 4,CC522,66,Erode
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,"2,045",Namakkal
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,460,Kovai
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,"1,569",Gandhipuram
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,5,Erode
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,0,Namakkal
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,10,Kovai
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,"1,942",Gandhipuram
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,19,Erode
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,7,Namakkal
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,50,Kovai
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,327,Gandhipuram
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,C,Erode
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,302,Namakkal
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,"1,222",Kovai
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,16,Gandhipuram
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,371,Erode
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,418,Namakkal
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,150,Kovai
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,"1,962",Gandhipuram
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,"1,036",Erode
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,445,Namakkal
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,106,Kovai
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,9,Gandhipuram
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,481,Erode
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,"1,962",Namakkal
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,980,Kovai
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,637,Gandhipuram
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,346,Erode
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,"401,000",Namakkal
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,"29,500",Kovai
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,163,Gandhipuram
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,97,Erode
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,34,Namakkal
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,15,Kovai
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,8,Gandhipuram
"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Level 4,CC523,50,Erode
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,"3,901",Namakkal
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,317,Kovai
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,"3,532",Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,13,Erode
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,1,Namakkal
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,38,Kovai
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,"3,475",Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,29,Erode
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,20,Namakkal
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,110,Kovai
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,791,Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,1,Erode
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,187,Namakkal
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,"2,274",Kovai
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,63,Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,554,Erode
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,583,Namakkal
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,456,Kovai
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,"3,721",Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,"1,707",Erode
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,916,Namakkal
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,110,Kovai
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,22,Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,"1,098",Erode
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,"3,721",Namakkal
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,"1,859",Kovai
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,"1,378",Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,483,Erode
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,"317,500",Namakkal
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,"37,100",Kovai
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,124,Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,81,Erode
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,41,Namakkal
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,25,Kovai
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,12,Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 3,CC53,50,Erode
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,"3,901",Namakkal
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,317,Kovai
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,"3,532",Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,13,Erode
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,1,Namakkal
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,38,Kovai
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,"3,475",Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,29,Erode
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,20,Namakkal
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,110,Kovai
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,791,Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,1,Erode
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,187,Namakkal
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,"2,274",Kovai
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,63,Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,554,Erode
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,583,Namakkal
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,456,Kovai
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,"3,721",Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,"1,707",Erode
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,916,Namakkal
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,110,Kovai
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,22,Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,"1,098",Erode
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,"3,721",Namakkal
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,"1,859",Kovai
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,"1,378",Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,483,Erode
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,"317,500",Namakkal
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,"37,100",Kovai
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,124,Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,81,Erode
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,41,Namakkal
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,25,Kovai
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,12,Gandhipuram
Polymer Product and Rubber Product Manufacturing,Level 4,CC531,50,Erode
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,"3,633",Namakkal
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,424,Kovai
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,"3,189",Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,11,Erode
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,0,Namakkal
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,8,Kovai
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,"3,283",Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,41,Erode
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,18,Namakkal
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,133,Kovai
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,595,Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,C,Erode
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,341,Namakkal
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,"2,140",Kovai
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,16,Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,301,Erode
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,325,Namakkal
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,373,Kovai
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,"3,245",Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,"1,230",Erode
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,"1,328",Namakkal
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,243,Kovai
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,51,Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,686,Erode
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,"3,245",Namakkal
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,"1,942",Kovai
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,862,Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,441,Erode
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,"368,700",Namakkal
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,"37,900",Kovai
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,143,Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,105,Erode
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,20,Namakkal
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,19,Kovai
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,12,Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 3,CC61,60,Erode
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,"3,633",Namakkal
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,424,Kovai
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,"3,189",Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,11,Erode
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,0,Namakkal
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,8,Kovai
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,"3,283",Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,41,Erode
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,18,Namakkal
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,133,Kovai
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,595,Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,C,Erode
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,341,Namakkal
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,"2,140",Kovai
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,16,Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,301,Erode
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,325,Namakkal
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,373,Kovai
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,"3,245",Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,"1,230",Erode
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,"1,328",Namakkal
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,243,Kovai
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,51,Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,686,Erode
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,"3,245",Namakkal
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,"1,942",Kovai
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,862,Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,441,Erode
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,"368,700",Namakkal
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,"37,900",Kovai
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,143,Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,105,Erode
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,20,Namakkal
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,19,Kovai
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,12,Gandhipuram
Non-Metallic Mineral Product Manufacturing,Level 4,CC611,60,Erode
Primary Metal and Metal Product Manufacturing,Level 3,CC71,"4,143",Namakkal
Primary Metal and Metal Product Manufacturing,Level 3,CC71,C,Kovai
Primary Metal and Metal Product Manufacturing,Level 3,CC71,"3,631",Gandhipuram
Primary Metal and Metal Product Manufacturing,Level 3,CC71,31,Erode
Primary Metal and Metal Product Manufacturing,Level 3,CC71,C,Namakkal
Primary Metal and Metal Product Manufacturing,Level 3,CC71,C,Kovai
Primary Metal and Metal Product Manufacturing,Level 3,CC71,"3,734",Gandhipuram
Primary Metal and Metal Product Manufacturing,Level 3,CC71,C,Erode
Primary Metal and Metal Product Manufacturing,Level 3,CC71,4,Namakkal
Primary Metal and Metal Product Manufacturing,Level 3,CC71,128,Kovai
Primary Metal and Metal Product Manufacturing,Level 3,CC71,446,Gandhipuram
Primary Metal and Metal Product Manufacturing,Level 3,CC71,C,Erode
Primary Metal and Metal Product Manufacturing,Level 3,CC71,78,Namakkal
Primary Metal and Metal Product Manufacturing,Level 3,CC71,"3,029",Kovai
Primary Metal and Metal Product Manufacturing,Level 3,CC71,C,Gandhipuram
Primary Metal and Metal Product Manufacturing,Level 3,CC71,501,Erode
Primary Metal and Metal Product Manufacturing,Level 3,CC71,622,Namakkal
Primary Metal and Metal Product Manufacturing,Level 3,CC71,530,Kovai
Primary Metal and Metal Product Manufacturing,Level 3,CC71,"3,137",Gandhipuram
Primary Metal and Metal Product Manufacturing,Level 3,CC71,"1,216",Erode
Primary Metal and Metal Product Manufacturing,Level 3,CC71,911,Namakkal
Primary Metal and Metal Product Manufacturing,Level 3,CC71,179,Kovai
Primary Metal and Metal Product Manufacturing,Level 3,CC71,C,Gandhipuram
Primary Metal and Metal Product Manufacturing,Level 3,CC71,"1,010",Erode
Primary Metal and Metal Product Manufacturing,Level 3,CC71,"3,137",Namakkal
Primary Metal and Metal Product Manufacturing,Level 3,CC71,C,Kovai
Primary Metal and Metal Product Manufacturing,Level 3,CC71,995,Gandhipuram
Primary Metal and Metal Product Manufacturing,Level 3,CC71,C,Erode
Primary Metal and Metal Product Manufacturing,Level 3,CC71,"830,700",Namakkal
Primary Metal and Metal Product Manufacturing,Level 3,CC71,"106,200",Kovai
Primary Metal and Metal Product Manufacturing,Level 3,CC71,122,Gandhipuram
Primary Metal and Metal Product Manufacturing,Level 3,CC71,60,Erode
Primary Metal and Metal Product Manufacturing,Level 3,CC71,C,Namakkal
Primary Metal and Metal Product Manufacturing,Level 3,CC71,C,Kovai
Primary Metal and Metal Product Manufacturing,Level 3,CC71,17,Gandhipuram
Primary Metal and Metal Product Manufacturing,Level 3,CC71,C,Erode
Primary Metal and Metal Product Manufacturing,Level 4,CC711,"4,143",Namakkal
Primary Metal and Metal Product Manufacturing,Level 4,CC711,C,Kovai
Primary Metal and Metal Product Manufacturing,Level 4,CC711,"3,631",Gandhipuram
Primary Metal and Metal Product Manufacturing,Level 4,CC711,31,Erode
Primary Metal and Metal Product Manufacturing,Level 4,CC711,C,Namakkal
Primary Metal and Metal Product Manufacturing,Level 4,CC711,C,Kovai
Primary Metal and Metal Product Manufacturing,Level 4,CC711,"3,734",Gandhipuram
Primary Metal and Metal Product Manufacturing,Level 4,CC711,C,Erode
Primary Metal and Metal Product Manufacturing,Level 4,CC711,4,Namakkal
Primary Metal and Metal Product Manufacturing,Level 4,CC711,128,Kovai
Primary Metal and Metal Product Manufacturing,Level 4,CC711,446,Gandhipuram
